period	point	event	pl_team	pl_pnum	pl_code	poss_team
2	13	11	sfoDF	17	PU	sfoDF
2	13	12	pdxST	2	D	sfoDF
2	13	13	pdxST	2		pdxST
2	13	14	pdxST	24		pdxST
2	13	15	pdxST	7		pdxST
2	13	16	sfoDF	17	F	pdxST
2	13	17	pdxST	2		pdxST
2	13	18	pdxST	11	L	pdxST
2	13	19	pdxST	7	A	pdxST
2	13	20	pdxST	16	G	pdxST
2	14	1	pdxST	8	P	sfoDF
2	14	2	sfoDF	88	PU	sfoDF
2	14	3	sfoDF	13		sfoDF
2	14	4	sfoDF	88		sfoDF
2	14	5	sfoDF	40		sfoDF
2	14	6	sfoDF	5		sfoDF
2	14	7	sfoDF	34		sfoDF
2	14	8	sfoDF	13		sfoDF
2	14	9	sfoDF	34		sfoDF
2	14	10	sfoDF	24	TD	sfoDF
2	14	11	pdxST	6	PU	pdxST
2	14	12	pdxST	22		pdxST
2	14	13	pdxST	21		pdxST
2	14	14	pdxST	22		pdxST
2	14	15	pdxST	17		pdxST
2	14	16	pdxST	22		pdxST
2	14	17	pdxST	8		pdxST
2	14	18	pdxST	6	TD	pdxST
2	14	19	sfoDF	5	PU	sfoDF
2	14	20	sfoDF	23		sfoDF
2	14	21	sfoDF	5		sfoDF
2	14	22	sfoDF	23		sfoDF
2	14	23	sfoDF	13		sfoDF
2	14	24	sfoDF	5		sfoDF
2	14	25	sfoDF	40		sfoDF
2	14	26	sfoDF	34		sfoDF
2	14	27	sfoDF	13		sfoDF
2	14	28	sfoDF	5		sfoDF
2	14	29	sfoDF	13		sfoDF
2	14	30	sfoDF	23		sfoDF
2	14	31	sfoDF	5		sfoDF
2	14	32	sfoDF	40	A	sfoDF
2	14	33	sfoDF	24	LG	sfoDF
1	15	1	sfoDF	12	P	pdxST
1	15	2	pdxST	10	PU	pdxST
1	15	3	pdxST	24		pdxST
1	15	4	pdxST	7		pdxST
1	15	5	pdxST	24		pdxST
1	15	6	pdxST	42	L	pdxST
1	15	7	pdxST	11	A	pdxST
1	15	8	pdxST	2	LG	pdxST
2	16	1	pdxST	8	P	sfoDF
2	16	2	sfoDF	5	PU	sfoDF
2	16	3	sfoDF	88		sfoDF
2	16	4	sfoDF	40		sfoDF
2	16	5	sfoDF	23		sfoDF
2	16	6	sfoDF	34		sfoDF
2	16	7	sfoDF	13	A	sfoDF
2	16	8	sfoDF	24	G	sfoDF
2	17	1	sfoDF	16	P	pdxST
2	17	2	pdxST	10	PU	pdxST
2	17	3	pdxST	24		pdxST
2	17	4	pdxST	7		pdxST
2	17	5	sfoDF	25	D	pdxST
2	17	6	sfoDF	25	PU	sfoDF
2	17	7	sfoDF	11		sfoDF
2	17	8	sfoDF	25		sfoDF
2	17	9	sfoDF	11		sfoDF
2	17	10	pdxST	24	PU	pdxST
2	17	11	pdxST	10		pdxST
2	17	12	pdxST	7		pdxST
2	17	13	pdxST	24		pdxST
2	17	14	pdxST	10		pdxST
2	17	15	pdxST	24		pdxST
2	17	16	pdxST	10		pdxST
2	17	17	pdxST	7		pdxST
2	17	18	pdxST	16		pdxST
2	17	19	pdxST	7		pdxST
2	17	20	pdxST	24	A	pdxST
2	17	21	pdxST	10	G	pdxST
2	18	1	pdxST	6	P	sfoDF
2	18	2	sfoDF	57	PU	sfoDF
2	18	3	sfoDF	8		sfoDF
2	18	4	sfoDF	40		sfoDF
2	18	5	sfoDF	23	L	sfoDF
3	19	1	sfoDF	46	P	pdxST
3	19	2	pdxST	24	PU	pdxST
3	19	3	sfoDF	16	PU	sfoDF
3	19	4	sfoDF	85	TD	sfoDF
3	19	5	pdxST	10	PU	pdxST
3	19	6	pdxST	7		pdxST
3	19	7	pdxST	24		pdxST
3	19	8	pdxST	2	L	pdxST
3	19	9	pdxST	2	VTT	pdxST
3	19	10	sfoDF	16	PU	sfoDF
3	19	11	sfoDF	21	LA	sfoDF
3	19	12	sfoDF	46	G	sfoDF
3	20	1	sfoDF	11	P	pdxST
3	20	2	pdxST	10	PU	pdxST
3	20	3	pdxST	11		pdxST
3	20	4	sfoDF	14	PU	sfoDF
3	20	5	sfoDF	40		sfoDF
3	20	6	sfoDF	25	A	sfoDF
3	20	7	sfoDF	2	LG	sfoDF
3	21	1	sfoDF	46	P	pdxST
3	21	2	pdxST	24	PU	pdxST
3	21	3	pdxST	21		pdxST
3	21	4	pdxST	7		pdxST
3	21	5	sfoDF	16	PU	sfoDF
3	21	6	sfoDF	85		sfoDF
3	21	7	sfoDF	10		sfoDF
3	21	8	sfoDF	1		sfoDF
3	21	9	pdxST	7	PU	pdxST
3	21	10	sfoDF	1	D	pdxST
3	21	11	sfoDF	16	PU	sfoDF
3	21	12	pdxST	24	PU	pdxST
3	21	13	pdxST	21		pdxST
3	21	14	pdxST	10		pdxST
3	21	15	pdxST	7		pdxST
3	21	16	pdxST	2		pdxST
3	21	17	pdxST	7		pdxST
3	21	18	pdxST	24		pdxST
3	21	19	pdxST	42		pdxST
3	21	20	pdxST	2	TD	pdxST
3	21	21	sfoDF	16	PUA	sfoDF
3	21	22	sfoDF	1	LG	sfoDF
3	22	1	sfoDF	23	P	pdxST
3	22	2	pdxST	10	PU	pdxST
3	22	3	pdxST	24		pdxST
3	22	4	pdxST	16		pdxST
3	22	5	pdxST	6		pdxST
3	22	6	sfoDF	24	D	pdxST
3	22	7	sfoDF	13	PUA	sfoDF
3	22	8	sfoDF	40	LG	sfoDF
3	23	1	sfoDF	11	P	pdxST
3	23	2	pdxST	9	PU	pdxST
3	23	3	pdxST	10		pdxST
3	23	4	pdxST	11		pdxST
3	23	5	pdxST	7		pdxST
3	23	6	pdxST	11		pdxST
3	23	7	pdxST	10		pdxST
3	23	8	pdxST	11		pdxST
3	23	9	pdxST	10		pdxST
3	23	10	pdxST	9		pdxST
3	23	11	pdxST	10		pdxST
3	23	12	pdxST	7		pdxST
3	23	13	pdxST	11		pdxST
3	23	14	sfoDF	9	D	pdxST
3	23	15	sfoDF	17	PU	sfoDF
3	23	16	pdxST	11	PU	pdxST
3	23	17	pdxST	7		pdxST
3	23	18	pdxST	10		pdxST
3	23	19	pdxST	9		pdxST
3	23	20	pdxST	10		pdxST
3	23	21	pdxST	11		pdxST
3	23	22	pdxST	10		pdxST
3	23	23	pdxST	7		pdxST
3	23	24	pdxST	11		pdxST
3	23	25	pdxST	7		pdxST
3	23	26	pdxST	10		pdxST
3	23	27	pdxST	11		pdxST
3	23	28	pdxST	9		pdxST
3	23	29	pdxST	7		pdxST
3	23	30	pdxST	2		pdxST
3	23	31	pdxST	11		pdxST
3	23	32	pdxST	10	A	pdxST
3	23	33	pdxST	42	LG	pdxST
3	24	1	pdxST	8	P	sfoDF
3	24	2	sfoDF	57	PU	sfoDF
3	24	3	sfoDF	8		sfoDF
3	24	4	sfoDF	57		sfoDF
3	24	5	sfoDF	34		sfoDF
3	24	6	sfoDF	23		sfoDF
3	24	7	sfoDF	88		sfoDF
3	24	8	sfoDF	23		sfoDF
3	24	9	sfoDF	8		sfoDF
3	24	10	sfoDF	23		sfoDF
3	24	11	sfoDF	40		sfoDF
3	24	12	sfoDF	88		sfoDF
3	24	13	sfoDF	23		sfoDF
3	24	14	sfoDF	88		sfoDF
3	24	15	sfoDF	34		sfoDF
3	24	16	sfoDF	88		sfoDF
3	24	17	pdxST	21	PU	pdxST
3	24	18	pdxST	22	A	pdxST
3	24	19	pdxST	4	LG	pdxST
3	25	1	pdxST	8	P	sfoDF
3	25	2	sfoDF	88	PU	sfoDF
3	25	3	sfoDF	5		sfoDF
3	25	4	sfoDF	23		sfoDF
3	25	5	sfoDF	40	A	sfoDF
3	25	6	sfoDF	24	LG	sfoDF
3	26	1	sfoDF	46	P	pdxST
3	26	2	pdxST	7	PU	pdxST
3	26	3	pdxST	42		pdxST
3	26	4	sfoDF	10	F	pdxST
3	26	5	pdxST	16		pdxST
3	26	6	sfoDF	16	F	pdxST
3	26	7	sfoDF	16	D	pdxST
3	26	8	sfoDF	21	PU	sfoDF
3	26	9	pdxST	42	FB	sfoDF
3	26	10	pdxST	7	PU	pdxST
3	26	11	pdxST	24		pdxST
3	26	12	pdxST	42		pdxST
3	26	13	pdxST	7		pdxST
3	26	14	pdxST	42		pdxST
3	26	15	sfoDF	1	PU	sfoDF
4	27	1	pdxST	8	P	sfoDF
4	27	2	sfoDF	57	PU	sfoDF
4	27	3	sfoDF	8		sfoDF
4	27	4	sfoDF	34		sfoDF
4	27	5	pdxST	21	PU	pdxST
4	27	6	pdxST	8		pdxST
4	27	7	pdxST	7	L	pdxST
4	27	8	pdxST	6	A	pdxST
4	27	9	pdxST	5	G	pdxST
4	28	1	pdxST	8	P	sfoDF
4	28	2	sfoDF	5	PU	sfoDF
4	28	3	sfoDF	40		sfoDF
4	28	4	pdxST	42	PU	pdxST
4	28	5	pdxST	8		pdxST
4	28	6	pdxST	16		pdxST
4	28	7	pdxST	42		pdxST
4	28	8	pdxST	7		pdxST
4	28	9	pdxST	24		pdxST
4	28	10	pdxST	7		pdxST
4	28	11	pdxST	10		pdxST
4	28	12	pdxST	7		pdxST
4	28	13	pdxST	24		pdxST
4	28	14	pdxST	16		pdxST
4	28	15	pdxST	24	A	pdxST
4	28	16	pdxST	7	LG	pdxST
4	29	1	pdxST	8	P	sfoDF
4	29	2	sfoDF	5	PU	sfoDF
4	29	3	sfoDF	34		sfoDF
4	29	4	sfoDF	88		sfoDF
4	29	5	sfoDF	5		sfoDF
4	29	6	sfoDF	88		sfoDF
4	29	7	sfoDF	34		sfoDF
4	29	8	sfoDF	23	TD	sfoDF
4	29	9	pdxST	21	PU	pdxST
4	29	10	pdxST	8	A	pdxST
4	29	11	pdxST	22	G	pdxST
4	30	1	pdxST	7	P	sfoDF
4	30	2	sfoDF	16	PU	sfoDF
4	30	3	sfoDF	21	LA	sfoDF
4	30	4	sfoDF	1	G	sfoDF
4	31	1	sfoDF	46	P	pdxST
4	31	2	pdxST	7	PU	pdxST
4	31	3	pdxST	21		pdxST
4	31	4	sfoDF	12	PU	sfoDF
4	31	5	sfoDF	12	VTT	sfoDF
4	31	6	pdxST	21	PUA	pdxST
4	31	7	pdxST	8	G	pdxST
4	32	1	pdxST	7	P	sfoDF
4	32	2	sfoDF	13	PU	sfoDF
4	32	3	pdxST	7	PU	pdxST
4	32	4	pdxST	10		pdxST
4	32	5	pdxST	7		pdxST
4	32	6	pdxST	24		pdxST
4	32	7	pdxST	17	TD	pdxST
4	32	8	sfoDF	34	PU	sfoDF
4	32	9	sfoDF	40	A	sfoDF
4	32	10	sfoDF	13	LG	sfoDF
4	33	1	sfoDF	23	P	pdxST
4	33	2	pdxST	9	PU	pdxST
4	33	3	pdxST	21		pdxST
4	33	4	pdxST	42		pdxST
4	33	5	pdxST	2		pdxST
4	33	6	pdxST	9		pdxST
4	33	7	pdxST	21		pdxST
4	33	8	pdxST	6		pdxST
4	33	9	sfoDF	23	F	pdxST
4	33	10	pdxST	21	A	pdxST
4	33	11	pdxST	7	G	pdxST
4	34	1	pdxST	8	P	sfoDF
4	34	2	sfoDF	5	PU	sfoDF
4	34	3	sfoDF	34		sfoDF
4	34	4	sfoDF	24		sfoDF
4	34	5	sfoDF	23		sfoDF
4	34	6	sfoDF	40		sfoDF
4	34	7	sfoDF	23		sfoDF
4	34	8	pdxST	6	D	sfoDF
4	34	9	pdxST	6		pdxST
4	34	10	pdxST	7		pdxST
4	34	11	pdxST	8		pdxST
4	34	12	pdxST	42		pdxST
4	34	13	pdxST	6		pdxST
4	34	14	pdxST	8		pdxST
4	34	15	pdxST	7		pdxST
4	34	16	pdxST	42		pdxST
4	34	17	pdxST	17		pdxST
4	34	18	pdxST	42		pdxST
4	34	19	pdxST	7	TD	pdxST
4	34	20	sfoDF	40	PU	sfoDF
4	34	21	sfoDF	34		sfoDF
4	34	22	sfoDF	13		sfoDF
4	34	23	sfoDF	40		sfoDF
4	34	24	sfoDF	88		sfoDF
4	34	25	sfoDF	5		sfoDF
4	34	26	sfoDF	40		sfoDF
4	34	27	sfoDF	13	VST	sfoDF
4	34	28	pdxST	8	TO	pdxST
4	34	29	pdxST	24	PU	pdxST
4	34	30	pdxST	21		pdxST
4	34	31	sfoDF	1	F	pdxST
4	34	32	pdxST	8		pdxST
4	34	33	pdxST	11		pdxST
4	34	34	pdxST	8		pdxST
4	34	35	pdxST	21		pdxST
4	34	36	pdxST	8		pdxST
4	34	37	pdxST	21		pdxST
4	34	38	pdxST	8		pdxST
4	34	39	pdxST	11		pdxST
4	34	40	pdxST	7		pdxST
4	34	41	sfoDF	12	F	pdxST
4	34	42	pdxST	11		pdxST
4	34	43	pdxST	7		pdxST
4	34	44	sfoDF	16	PU	sfoDF
4	34	45	pdxST	21	D	sfoDF
4	34	46	pdxST	21		pdxST
4	34	47	pdxST	16		pdxST
4	34	48	pdxST	7		pdxST
4	34	49	pdxST	21		pdxST
4	34	50	sfoDF	21	D	pdxST
4	34	51	sfoDF	16	TO	sfoDF
4	34	52	sfoDF	23	PU	sfoDF
4	34	53	pdxST	14	F	sfoDF
4	34	54	sfoDF	34		sfoDF
4	34	55	sfoDF	24		sfoDF
4	34	56	sfoDF	88	VST	sfoDF
4	34	57	pdxST	11	PU	pdxST
4	34	58	pdxST	21		pdxST
4	34	59	pdxST	8		pdxST
4	34	60	pdxST	16		pdxST
4	34	61	pdxST	21		pdxST
4	34	62	pdxST	11		pdxST
4	34	63	pdxST	21		pdxST
4	34	64	pdxST	11		pdxST
4	34	65	pdxST	7		pdxST
4	34	66	pdxST	8		pdxST
4	34	67	pdxST	7		pdxST
4	34	68	pdxST	8		pdxST
4	34	69	pdxST	7		pdxST
4	34	70	pdxST	8	A	pdxST
4	34	71	sfoDF	40	F	pdxST
4	34	72	pdxST	7	G	pdxST
4	35	1	pdxST	6	P	sfoDF
4	35	2	sfoDF	13	PU	sfoDF
4	35	3	sfoDF	23		sfoDF
5	36	1	sfoDF	46	P	pdxST
5	36	2	pdxST	7	PU	pdxST
5	36	3	pdxST	24		pdxST
5	36	4	pdxST	7		pdxST
5	36	5	pdxST	6		pdxST
5	36	6	pdxST	7		pdxST
5	36	7	pdxST	10		pdxST
5	36	8	pdxST	7		pdxST
5	36	9	pdxST	10		pdxST
5	36	10	pdxST	2		pdxST
5	36	11	pdxST	6		pdxST
5	36	12	pdxST	8	TD	pdxST
5	36	13	sfoDF	10	D	pdxST
5	36	14	sfoDF	12	PU	sfoDF
5	36	15	sfoDF	85		sfoDF
5	36	16	pdxST	24	PU	pdxST
5	36	17	pdxST	10		pdxST
5	36	18	pdxST	7		pdxST
5	36	19	pdxST	10		pdxST
5	36	20	pdxST	7		pdxST
5	36	21	pdxST	10	A	pdxST
5	36	22	pdxST	2	G	pdxST
5	37	1	pdxST	21	P	sfoDF
5	37	2	sfoDF	88	PU	sfoDF
5	37	3	sfoDF	5		sfoDF
5	37	4	sfoDF	88		sfoDF
5	37	5	sfoDF	34		sfoDF
5	37	6	sfoDF	5		sfoDF
5	37	7	sfoDF	24		sfoDF
5	37	8	sfoDF	34		sfoDF
5	37	9	pdxST	6	D	sfoDF
5	37	10	pdxST	22	PU	pdxST
5	37	11	pdxST	6		pdxST
5	37	12	sfoDF	24	D	pdxST
5	37	13	sfoDF	5	PU	sfoDF
5	37	14	sfoDF	13		sfoDF
5	37	15	sfoDF	24		sfoDF
5	37	16	sfoDF	88		sfoDF
5	37	17	sfoDF	23		sfoDF
5	37	18	pdxST	6	PU	pdxST
5	37	19	pdxST	21		pdxST
5	37	20	pdxST	5		pdxST
5	37	21	sfoDF	5	D	pdxST
5	37	22	sfoDF	34	PU	sfoDF
5	37	23	sfoDF	8		sfoDF
5	37	24	sfoDF	24		sfoDF
5	37	25	sfoDF	13		sfoDF
5	37	26	sfoDF	5		sfoDF
5	37	27	sfoDF	34	TO	sfoDF
5	37	28	sfoDF	40	PU	sfoDF
5	37	29	sfoDF	23		sfoDF
5	37	30	sfoDF	13		sfoDF
5	37	31	sfoDF	46		sfoDF
5	37	32	sfoDF	23		sfoDF
5	37	33	pdxST	21	PU	pdxST
5	37	34	pdxST	9		pdxST
5	37	35	pdxST	21		pdxST
5	37	36	pdxST	14		pdxST
5	37	37	pdxST	17		pdxST
5	37	38	pdxST	7		pdxST
5	37	39	pdxST	4		pdxST
5	37	40	pdxST	7		pdxST
5	37	41	pdxST	22	A	pdxST
5	37	42	pdxST	9	LG	pdxST
5	38	1	pdxST	11	P	sfoDF
5	38	2	sfoDF	16	PU	sfoDF
5	38	3	pdxST	14	D	sfoDF
